# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
FRZzUh9hcTo,130,140,"/m/02x8m,/m/04rlf"
FRs7Thjheds,230,240,/m/07pzfmf
FS5sTvp4vDA,20,30,"/m/02g901,/m/04rlf,/m/09x0r,/t/dd00125"
FS62c_NpHa8,60,70,/m/0j2kx
FSAwLKWs5Ow,0,10,"/m/04rlf,/m/07qwdck"
FSBgQlC7hR8,60,70,"/m/07pyy8b,/m/09x0r"
FSI6kyGSk1k,30,40,"/m/07p6mqd,/m/09x0r"
FSMA2s4yYRA,30,40,/m/01v1d8
FSMe8NjERdM,30,40,"/m/01h82_,/m/01jwx6"
FSVfPifghQ4,50,60,/m/07pqn27
FSY96bldfrU,50,60,/m/04fgwm
FSm6Z98ALhw,350,360,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv"
FTDa9_vAxKM,310,320,/m/0mbct
FTMUGjsd-zE,30,40,/m/07pczhz
FTWOCoFq5j8,90,100,"/m/06xkwv,/m/07rcgpl"
FTYgwHJUkaY,10,20,"/m/05tny_,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk"
FTdcanPJw6E,70,80,"/m/04rlf,/t/dd00036"
FTePTiRR_tA,60,70,"/m/01b_21,/m/07mzm6"
FTjC1Ju0Mww,6,16,"/m/0463cq4,/m/04rlf,/m/09x0r"
FTkPTaI8eOo,440,450,"/m/04rlf,/m/07rn7sz"
FTsGtpLKEuw,400,410,/m/07r5v4s
FU0W7AHnJ6M,540,550,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
FUDdey3JUD8,180,190,"/m/015vgc,/m/04rlf"
FUEx9ItK3EI,100,110,"/m/03vt0,/m/09xqv"
FUGb3JTmC0A,30,40,"/m/07qlwh6,/t/dd00112"
FUXSq44CbHo,200,210,"/m/01w250,/m/0l156k"
FUaEvKxWtNQ,11,21,/m/03w41f
FUbgVu4cnUE,520,530,"/m/01bns_,/m/0d8_n"
FV5aUqnyr8Y,510,520,/m/0fx9l
FV8WYs6mf6w,200,210,"/m/09x0r,/m/0lyf6"
FVCRLbEup3s,0,10,/m/03v3yw
FVEbZMwpxuc,30,40,"/m/04rlf,/m/07pqc89,/m/09x0r"
FVEjFz-YnYM,450,460,"/m/03k3r,/m/0jbk"
FVe-yZDAo5g,30,40,"/m/04s8yn,/m/07r5c2p"
FVjaqZMgcHI,310,320,/m/02qmj0d
FVwfDaHqIps,30,40,"/m/07rv9rh,/m/09x0r"
FWFlzVczoXY,30,40,/m/07qh7jl
FWOzVPT9nZI,250,260,"/m/07pyy8b,/m/09x0r"
FWXSWoVX_U8,12,22,/t/dd00006
FWb73pA7Xu4,10,20,"/m/01yrx,/m/04cvmfc,/m/0cdnk,/m/0jbk"
FWvETf2WJX4,170,180,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077"
FWzBYrePd4Q,180,190,"/m/07s04w4,/m/09x0r"
FXLcbrD6nsQ,30,40,"/m/03k3r,/m/04rlf,/m/07rv9rh,/m/09x0r,/m/0jbk"
FXPzzMf6W8g,120,130,"/m/05zppz,/m/07p6mqd,/m/09x0r"
FXVu-YwjhxM,200,210,"/m/0155w,/m/015lz1"
FX_VjLNCp6s,30,40,"/m/025wky1,/m/09x0r"
FY8bZRm_QiE,50,60,"/m/015lz1,/m/04rlf,/m/06rqw"
FYFapDVOFHg,440,450,"/m/03qjg,/m/085jw"
FYMgq-p6FHM,20,30,/m/01d3sd
FYTW9jea5XQ,0,6,"/m/07st88b,/m/09ld4"
FYf5cBffs9Y,100,110,/m/07q6cd_
FYrDBOby9EA,30,40,"/m/07qlf79,/m/09x0r"
FYrvjotLnUE,490,500,"/g/122z_qxw,/m/09x0r"
FYs6VpeUN_w,30,40,"/m/04rlf,/m/07r_k2n,/m/09x0r"
FYux89o7Hhk,390,400,"/m/015lz1,/m/04rlf,/m/09x0r,/m/0g293,/m/0ln16"
FZ12ocDxBIU,30,40,"/m/02cjck,/m/04rlf"
FZCtJ5_Fh6I,60,70,"/m/04rlf,/t/dd00006"
FZHcrDwf_FQ,210,220,"/m/04rlf,/m/07szfh9"
F_0d2WvA3dw,180,190,"/m/05rj2,/m/09x0r"
F_Ll1ilNtiA,520,530,"/m/02z32qm,/m/04rlf,/m/09x0r"
F_nAW7rl7No,30,40,/m/078jl
F_o0fdkC3cE,0,10,"/m/0dwsp,/m/0dwtp,/m/0j45pbj"
FaSsosGshHU,270,280,"/m/02jz0l,/m/03dnzn,/m/0838f"
FaXyS-N2jvc,30,40,"/m/01s0vc,/m/04rlf,/m/09x0r"
FaYQcP0hKmU,330,340,"/m/03qc9zr,/m/04rlf,/t/dd00125"
FakZ7DH33dQ,80,90,"/g/122z_qxw,/m/09x0r,/m/0g6b5"
FanTFCvjacY,30,40,"/m/085jw,/m/0l14j_"
Fb1Gm9IfOe4,30,40,"/m/02x984l,/m/0chx_"
Fb1Tq_tczw4,50,60,/m/0150b9
FbWbBrm8Nwg,0,6,/m/07pqc89
FbXjCKCuWDg,30,40,"/m/07pjwq1,/m/09x0r"
Fb_hLZnMOCY,250,260,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t"
Fbxs3CnA5OY,70,80,"/m/07rn7sz,/m/09x0r,/t/dd00128"
FbzG3GRUdxg,8,18,/m/07pjjrj
Fc1oo4KYVEw,130,140,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf"
Fc5gF-Il5yg,340,350,/m/02qmj0d
FcNjnVqKZw4,10,20,/m/07lnk
FcZKbzN0L1w,40,50,"/m/07q6cd_,/t/dd00125"
FceQSw_WOTY,30,40,/m/01glhc
Fcuyzqv8n08,27,37,/m/07qmpdm
FcwWl5JBnoU,30,40,"/m/04rlf,/m/05lls,/m/0ggq0m,/m/0gywn"
FczDkI6JZAU,30,40,"/m/01bns_,/m/0d8_n"
Fd4kry50Tc0,20,30,"/m/04rlf,/m/07s02z0,/m/09x0r"
FdGfzGC7hPw,30,40,"/m/07qdb04,/m/09x0r"
FdN4kp99Hbk,30,40,"/m/01z7dr,/m/025td0t,/m/04rlf"
FdPaa6WR2F8,30,40,"/m/02lkt,/m/04rlf,/m/07gxw"
FdUMWDOUx_I,130,140,"/m/078jl,/m/07rjwbb"
FdZQAkC-tjQ,120,130,"/m/032n05,/m/0jbk"
FdcMiOManIY,30,40,"/m/019jd,/m/056ks2"
FdeHk3CjgB0,0,10,"/m/039jq,/m/07pc8lb,/m/09x0r,/m/0k4j"
Fdmeo7qIDI0,490,500,"/m/03k3r,/m/0ch8v,/m/0jbk,/t/dd00129"
FdqS0SPUYEM,20,30,"/m/04rlf,/t/dd00032"
FdvGsAq99r0,30,40,"/m/01p970,/m/026t6,/m/0l14md"
Fe5Pov1c4J0,170,180,"/m/09x0r,/m/0dl9sf8"
FeFw7_o7nL8,130,140,/m/0brhx
FeQpsdmh_cQ,210,220,"/m/07s2xch,/m/09x0r,/t/dd00125"
FeRaDiSPb2c,17,27,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
FeXBUFwh22o,120,130,/m/0j2kx
FeaKHpQ4UhE,90,100,"/m/04rlf,/m/07pc8lb,/m/09x0r,/t/dd00126"
FesMBaJ1v4U,550,560,"/m/07k1x,/m/07rrh0c"
FexInDVk8tg,14,24,"/m/04s8yn,/m/07r5c2p,/m/0jbk"
FfKXwzz7ZTk,30,40,"/m/04rlf,/m/07qlf79,/m/09x0r"
Fg6foSoh-fs,30,40,"/m/01m4t,/m/04gxbd"
FgIULzbbDNw,420,430,"/m/04rlf,/m/07rn7sz,/m/09x0r"
FgMI3yEXj1Q,30,40,"/m/03kmc9,/m/0dgbq"
FgQaK7TGjX4,30,40,"/m/01z7dr,/m/04rlf"
FgUSmmTEE3M,0,10,"/m/01s0ps,/m/05148p4,/m/05r5c"
Fgi4Egc1ou4,130,140,"/m/07p9k1k,/m/0dxrf"
Fh6nOtxl2vA,30,40,"/m/07p6mqd,/m/0838f,/m/09x0r"
FhgNJaZ1vPY,30,40,/m/09t49
FhkRnkHahb8,20,30,"/m/07r4k75,/m/09x0r"
FiBon2vPDvY,0,10,"/m/09x0r,/m/0fqfqc"
FiFlZcSfN3E,280,290,"/m/025wky1,/m/09x0r"
FiKY19GK6-8,30,40,"/m/03m5k,/m/0d8_n"
FifeW-xtJy0,30,40,"/m/04rlf,/m/07brj,/m/09x0r"
Fij6m48Mt7U,30,40,"/m/025td0t,/m/04rlf"
FiwCBMtcLSU,30,40,"/m/03cl9h,/m/04rlf"
FjLv-4OAgpo,90,100,/m/07q6cd_
FjiCMXDhUas,0,10,"/m/01z5f,/m/025_jnm,/m/04rlf,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
FkAnuU6bMTc,30,40,"/m/04rlf,/m/07rjzl8,/m/09x0r,/t/dd00125"
FksdL1EWzvM,30,40,"/m/06hps,/m/07r4gkf"
FkzyzgpS-nU,0,10,"/m/01bjv,/m/07yv9,/m/09x0r,/t/dd00128"
FlofJgSM5oY,30,40,"/m/01s0vc,/m/09x0r"
FlpraUXdnkg,30,40,"/m/012f08,/m/07r04,/m/07yv9,/m/0btp2"
Fm6ss1PBC1Q,30,40,"/m/02mscn,/m/04rlf"
FmK8BBMXgcM,0,10,"/m/07pp_mv,/m/09x0r"
FmK_QqkLhiE,270,280,/m/0150b9
FmYgDLclepw,10,20,"/m/04fq5q,/m/09x0r"
Fm_lRiHhgvo,180,190,/m/0btp2
FmcdlDqtrFQ,10,20,"/m/04rlf,/m/07p78v5"
Fmfa8mfy68g,240,250,"/m/024dl,/m/09x0r"
FmytwY7SAfU,60,70,"/m/01hgjl,/m/02x8m,/m/04rlf,/m/07qb_dv"
Fn7FW_af-tQ,0,10,"/m/04rlf,/m/0790c"
Fn82yAnl7C0,50,60,"/m/04rlf,/m/07p6fty,/t/dd00126"
FnCxKMUJA9w,0,10,/m/07rqsjt
FnFMgQliv8w,30,40,"/m/01glhc,/m/0342h,/m/04rlf"
FnhDo74rLdY,170,180,"/m/07rrh0c,/m/09x0r,/m/0ytgt"
FnkVyKnukpE,0,10,"/m/032s66,/m/04zjc"
Fo-zr7vARD8,10,20,"/m/04rlf,/m/07qlf79"
Fo1GjIO4su8,20,30,"/m/0261r1,/m/09x0r"
FoFMRXlNJ6Y,30,40,"/m/04rlf,/t/dd00035"
FoINA-FzVy0,30,40,"/m/02dgv,/m/02y_763,/m/09x0r"
FodNpcv4rvw,100,110,"/m/05zc1,/t/dd00077"
FpHpJJx5dt8,460,470,"/m/09x0r,/t/dd00013,/t/dd00127"
FpvS5S8_hUg,30,40,"/m/01qbl,/m/03qtq"
Fq5rUJfqf3I,270,280,"/m/09x0r,/t/dd00088"
FqQ5QaNPGuU,30,40,"/m/02zsn,/m/09x0r"
Fr8ZMXkLM5Y,60,70,"/m/0150b9,/m/03w41f"
FrAE1CA4Qus,0,10,/m/07pqc89
FrXXUcwIu6k,110,120,/m/027m70_
FrpUQxK3vc0,30,40,"/m/05rj2,/m/09x0r"
FryyzTMnbCg,510,520,"/m/07qfr4h,/m/09x0r"
Fs6_vBfa8lU,490,500,"/m/04rlf,/m/07s04w4,/m/09x0r"
FscE_AHEmFk,0,10,"/m/04rlf,/t/dd00034"
FsfbK5N_kTE,30,40,"/m/04rlf,/m/07p78v5"
FstpKHTqq9A,180,190,"/m/011k_j,/m/04rlf,/m/09x0r"
Fsv_syCvzsc,0,10,"/m/026t6,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0l14md"
Ft-xoz9GwoE,20,30,"/m/02mk9,/m/096m7z"
FtJXuEbvrxM,230,240,"/m/04rlf,/m/07hvw1,/t/dd00128"
FtRCpn0lW4o,200,210,"/m/03qtwd,/m/04gy_2"
FtRRFMo27LQ,220,230,/m/07q7njn
FtlwC-8RGcc,480,490,"/m/0283d,/m/04rlf"
FtskdD6Py7Y,30,40,"/m/02x8m,/m/04rlf"
FtxLB0C4vsM,220,230,/m/03wvsk
Fu8Ze7MgXb4,40,50,"/m/01b_21,/m/09x0r"
FuJjVPVxfpw,160,170,"/m/01z7dr,/m/04rlf"
FuQf2nv8CNA,260,270,/m/04fgwm
FuTiynEpLpE,80,90,"/m/04rlf,/m/05tny_,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136"
FuViqr6l2pU,20,30,"/m/01hsr_,/m/07mzm6"
FuqquDb_Ffs,0,10,"/m/0261r1,/m/09x0r,/m/0ytgt,/t/dd00125"
FvCqbVIWjeE,30,40,"/m/07qz6j3,/m/09x0r"
FvX4beQXT9M,0,10,"/m/034srq,/m/03m9d0z,/m/05kq4,/t/dd00092"
FvdUm5j_oA0,190,200,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
FveaOFL7eOs,300,310,"/m/01h3n,/m/03vt0,/m/0h2mp"
FvedCIKv-Ys,0,6,"/m/01bjv,/m/07yv9,/m/09x0r"
Fvng1_-sztw,90,100,"/m/07pyy8b,/m/09x0r"
Fw09tDLa-78,0,10,"/m/01z5f,/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
FwNPEly-xiQ,30,40,/m/04rmv
FwRo7yXVnL0,30,40,"/m/02qldy,/m/04rlf,/m/09x0r"
FwalDyMBmYU,30,40,"/m/04rlf,/m/07brj"
Fwkjz-o-siM,390,400,"/m/0dwsp,/m/0dwtp,/m/0j45pbj"
FwoJ69JvYjo,310,320,"/m/03qtwd,/m/053hz1,/t/dd00135"
FwxKNoQ0kbE,30,40,"/m/04rlf,/m/0l156b"
Fwy3gzxCV6g,30,40,/m/0dv3j
Fx69-o3Vc-U,40,50,/m/0642b4
FxEwKuTPw20,110,120,"/m/07s0dtb,/m/09x0r,/t/dd00125"
FyFOaDtKdRY,30,40,"/m/030rvx,/m/09x0r"
FyQuHLiMuIk,6,16,/t/dd00134
FydTsFi8JNw,30,40,"/m/07pjwq1,/m/09x0r"
FyeoeFKbwNc,120,130,"/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
FypJKBUUqTY,340,350,"/m/026fgl,/m/0f8s22"
Fz-ZNyVKWro,30,40,"/m/02p0sh1,/m/04rlf"
FzKFPOAUEow,10,20,/m/07n_g
FzPENFfsnZc,130,140,"/m/03vt0,/m/09f96,/m/0h2mp"
FzT-vZ7e94Q,10,20,"/m/01hnzm,/m/04rlf,/t/dd00006"
FzdZ5lPvQEw,390,400,/m/0d31p
FzhypkGmdBA,260,270,/m/028ght
FznUjYIBN68,20,30,"/m/09x0r,/t/dd00013"
Fzwa_LIMH2E,520,530,"/m/032s66,/m/073cg4"
G-5UYGccne4,30,40,"/m/02bk07,/m/04rlf,/m/074ft,/m/0l14jd"
G-7dlEsFTEs,30,40,"/m/04rlf,/m/07qn4z3"
G-dfsi7M4SA,40,50,"/m/0k65p,/t/dd00125"
G-f6qIJF8Pk,50,60,"/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
G-saaX5SpgA,170,180,/m/07s02z0
G0QRzBzmwio,60,70,/m/02bk07
G0b0lQb7E-8,80,90,/m/015vgc
G0uFERXjyWg,0,10,/m/0g6b5
G12mV95lSGY,310,320,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
G13CgKfhE2s,30,40,"/m/07r_80w,/m/09d5_"
G13NEVAm6-o,30,40,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md"
G16Tk0yfR0Q,7,17,"/m/0199g,/m/07yv9,/m/09x0r"
G18Nt0ZeEJQ,30,40,"/m/01kcd,/m/07gql"
G1ShDE6RHN8,9,19,/m/07rqsjt
G1dURV3JUXY,50,60,/m/07r4gkf
G1gm5FyHpw0,160,170,/m/028ght
G1u1FiJeQN4,30,40,"/m/01jt3m,/m/0838f"
G1zYc7B4m3E,210,220,/m/0l156k
G22YfD5xxMU,60,70,"/m/02lkt,/m/03mb9,/m/03qtwd,/m/04rlf,/m/07pws3f"
G2Jj4llM7_o,10,20,"/m/04rlf,/m/0dwt5"
G2dNt8n8eXc,100,110,"/m/013y1f,/m/03gvt"
G2oQ5qKzdmw,140,150,/m/0dxrf
G2vOIsJb4FI,10,20,"/m/015lz1,/m/0z9c"
G344XaqIv54,20,30,"/m/09x0r,/t/dd00129,/t/dd00130"
G3SFVKf_jNk,90,100,"/m/01j3sz,/t/dd00001"
G3aZ_x7eTXA,7,17,"/m/025rv6n,/m/07st89h,/m/09b5t"
G4BGicWOXAY,120,130,"/m/02z32qm,/m/04rlf,/m/09x0r"
G4Rp68qV_aw,40,50,"/m/07q2z82,/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv"
G4kHOqxz8Gc,140,150,"/m/01kcd,/m/01wy6,/m/07c6l"
G538JbdEryM,30,40,/m/02pjr4
G5D054W3VDE,20,30,"/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk"
G5KNKGOFjww,30,40,"/m/06h7j,/m/09x0r"
G5P_VUgwTfM,130,140,"/m/024dl,/m/09x0r"
G5x0LPaz-Lg,30,40,/m/0150b9
G64KP0vPN7Q,110,120,"/m/04rlf,/m/07cx4,/m/08p9q4,/m/09x0r"
G66FZh9QfxM,10,20,/m/02y_763
G69phlNIvmU,100,110,"/m/07s2xch,/m/09x0r,/t/dd00129"
G6G1Amupivo,17,27,/m/07rgkc5
G6HlAEZUKRg,10,20,"/m/01jt3m,/m/0838f"
G6ZOxoQn02Q,30,40,"/m/02fxyj,/m/04rlf"
G6ihF82lvEA,0,10,"/m/03q5t,/m/05148p4"
G6wNptdSYbY,400,410,"/m/07pws3f,/m/07qqyl4,/m/09x0r"
G6yj0mCl_Iw,70,80,"/m/015lz1,/m/05r6t"
G7dZfzvZcTs,90,100,"/m/07sq110,/m/09x0r,/t/dd00001,/t/dd00126"
G7pD1K3jYg4,30,40,"/m/01kcd,/m/0319l"
G7vXKtePlGM,10,20,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
G7xdEIWbI_4,380,390,"/m/02p3nc,/m/09x0r"
G8HZEJufUKA,570,580,"/m/078jl,/m/07rjwbb"
G8PzMmbIwPU,430,440,"/m/023pjk,/m/04brg2"
G8dDTHtEYJc,30,40,"/m/04rlf,/t/dd00035"
G8fXiC2xIBM,270,280,"/m/03qtwd,/m/04gy_2,/t/dd00135"
G8i2JKIaEMk,30,40,"/m/07qs1cx,/m/09x0r"
G8iTuTi8ywU,90,100,"/m/0342h,/m/04rlf,/m/064t9,/m/07rwj3x,/m/07sr1lc,/t/dd00126"
G8l2fpUPWro,140,150,"/m/032s66,/m/073cg4"
G8tT-uKj3Ls,30,40,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qwf61,/m/0dbvp"
G8zLdvgOqUw,230,240,/m/0dl83
G958vjLYBcI,0,10,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c"
G9AU3bTfxYk,260,270,"/m/01h3n,/m/03vt0,/m/0h2mp"
G9M3de5mISY,0,10,"/m/032s66,/m/04zjc"
G9NRwOalxaw,0,5,"/m/07r660_,/m/09x0r"
G9gsCU85c8k,160,170,"/m/0145m,/m/0164x2,/m/04rlf"
G9sncGg9bUQ,0,10,"/m/028v0c,/m/04rlf,/m/09x0r"
G9yiadmayg8,60,70,"/m/068hy,/m/07sx8x_,/m/0bt9lr,/m/0jbk"
GA2FSGE7lEg,30,40,/m/07rbp7_
GA2ahURZXug,11,21,/m/0239kh
GAoGADilmV8,450,460,"/m/04rlf,/m/09x0r,/t/dd00037,/t/dd00125"
GB1aiADP2YI,0,10,"/m/018w8,/m/09x0r"
GB6g0K683Bs,40,50,/m/05_wcq
GBMlv6j0WJ8,100,110,"/m/02bxd,/m/04rlf"
GBxibZqlm5M,60,70,/m/01d3sd
GCJacEzcU7A,30,40,"/m/01v1d8,/m/04rlf"
GCW7Dp4LvBI,30,40,"/m/07s12q4,/m/09x0r,/t/dd00125"
GCYra4Z6wmc,30,40,"/m/07qqyl4,/m/09x0r,/m/0_1c,/t/dd00128"
GCgD7q7eoeA,130,140,/m/07qcx4z
GCxsQYkOBR8,30,40,"/m/03r5q_,/m/04rlf"
GD0MCcLDauA,29,39,/m/07s02z0
GD5hb0f8-3I,110,120,/m/0dv5r
GDk_-DgGipo,30,40,"/m/07q4ntr,/m/09x0r"
GE3RsN5pLcs,290,300,"/m/04rlf,/t/dd00034"
GE504eL4nwQ,30,40,"/m/04rlf,/m/0fd3y"
GE9WkrYVqF4,50,60,"/m/08j51y,/m/09ct_"
GEHTVQw2ql4,9,19,/t/dd00067
GEQe3d9ybrY,220,230,"/m/07rgt08,/m/09x0r"
GErt8IRMRks,410,420,/m/02z32qm
GEx-kxLIoko,270,280,"/m/01m2v,/m/0316dw"
GF2kFAuK4EI,10,20,"/m/03fwl,/m/07bgp,/m/09x0r,/m/0ch8v,/m/0jbk"
GF73K0K4LGk,30,40,"/m/01c194,/m/02bk07,/m/04rlf"
GFBV97rw4S0,30,40,/m/07pjjrj
GFBVvxZ5Dig,30,40,"/m/04rlf,/t/dd00018"
GFGwPa9d9XQ,30,40,"/m/01lyv,/m/04rlf,/m/064t9,/m/06j64v,/m/0gg8l,/t/dd00035"
GFXidvqK2Do,0,10,/m/0790c
GFbSHWBjuuQ,30,40,"/m/01kcd,/m/07c6l"
GFckyWFDGL8,30,40,/m/07r4gkf
GFhqFipJTOA,70,80,"/m/04rlf,/t/dd00121"
GFhyThwu_Nk,530,540,/m/07rqsjt
GFxmpuAS_fs,20,30,"/m/07qyrcz,/m/09x0r"
GGHWferVvnA,90,100,/m/02pjr4
GGITt2c7PAM,80,90,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
GGNmXAZvKm8,180,190,"/m/07ptzwd,/m/0838f"
GGe_yR6LIwI,180,190,"/m/07s04w4,/m/09x0r"
GGyrdlFfowc,50,60,"/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00126"
GH-HD9DrxHo,40,50,"/m/04rlf,/m/06bxc"
GHDi-lffJvo,0,10,"/m/068hy,/m/07pyy8b,/m/0bt9lr,/m/0jbk"
GHfU3WUOmaI,240,250,"/m/023pjk,/m/04brg2"
GHgkNOfGLDA,50,60,"/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt"
GHhkzU3QpfI,30,40,"/m/04rlf,/m/07rrh0c"
GHlYCXl8x1k,30,40,"/m/07pzfmf,/m/07qv4k0,/m/09x0r"
GHyUAl9Yaos,140,150,"/m/015vgc,/m/04rlf,/m/06j64v,/m/0ggq0m"
GI-5X9Xm_64,220,230,/m/01lsmm
GI7SIuqRPhE,30,40,/m/01h82_
GI9JQb6UZyc,30,40,/m/07q0yl5
GIFaOp1XGs8,30,40,"/m/03qtwd,/m/04gy_2,/m/053hz1"
GIMv2yi-CSI,28,38,"/m/03p19w,/m/09x0r"
GINSnOecCt8,28,38,"/m/0463cq4,/m/04rlf"
GINx2f96I_Y,30,40,"/m/04rlf,/m/07s8j8t,/m/07sbbz2"
GIw44794XJI,29,39,"/m/02dgv,/m/02y_763,/m/09x0r"
GIwNMYOIb6E,130,140,"/m/04k94,/m/07prgkl"
GJTcbd2bWHQ,30,40,"/m/04rlf,/m/064t9,/m/06cqb"
GJd9qaGm92I,570,580,"/m/032s66,/m/0_1c"
GJfT_8fl-fg,20,30,/m/07qfgpx
GJvWWCx2UuU,90,100,"/m/019jd,/m/03m9d0z,/m/056ks2,/t/dd00092"
GKEix1KhYl4,0,10,/m/07qwyj0
GKNkRr4ya2o,60,70,"/m/06_fw,/m/09x0r,/t/dd00125,/t/dd00128"
GKc8PCTen8Q,350,360,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr"
GKkuLSTnRng,0,6,/m/07rgkc5
GKuVzN1VrfM,60,70,/m/0l156b
GL-0BaGiGoY,0,10,"/m/04rlf,/m/07hvw1,/m/09x0r"
GLCteJgI1cw,320,330,"/m/04rlf,/m/0ln16"
GLb9zvhNSXE,70,80,"/m/07bjf,/m/09x0r,/m/0dv5r"
GLhehKexwd8,18,28,"/m/07q0yl5,/m/09x0r"
GLndN9N0iXg,120,130,"/m/023pjk,/m/04brg2"
GM9C0VWmLpI,30,40,"/m/032s66,/m/0_1c"
GMFWnMRtfNI,30,40,"/m/01kcd,/m/01wy6,/m/05148p4,/m/05r5c,/m/085jw"
GMGoJdaIO1Q,0,7,"/m/02dgv,/m/07r4wb8,/m/09x0r"
GMHrLSHnSbE,30,40,"/m/02bk07,/m/04rlf"
GMNarDXvQYo,30,40,"/m/04rlf,/t/dd00032"
GMv-kUGutNU,0,10,"/m/07p6mqd,/m/09x0r,/t/dd00129"
GMwbZl7EFyo,30,40,"/m/028sqc,/m/04rlf"
GNU05UKrhJI,100,110,"/m/0145m,/m/04rlf"
GNW693ojVvA,60,70,"/m/07p7b8y,/m/09x0r"
GNyXJQp6kME,30,40,"/m/096m7z,/m/09x0r"
GO-7W3_AjGI,30,40,/m/07s34ls
GOCTV12hBDo,330,340,"/m/04rlf,/m/07sr1lc"
GOCs7Ng521Y,110,120,"/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j"
GOTy3yhCylw,100,110,"/m/018vs,/m/0342h,/m/04rlf,/m/0fx80y"
GOzZEVXZrDg,580,590,"/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
GPQJCqOP8V0,70,80,"/m/039jq,/m/0838f,/m/09x0r"
GPgkttTM-JA,30,40,"/m/04rlf,/m/0dls3"
GPwzpw_47Dg,260,270,"/m/01xqw,/m/02fsn,/m/07y_7,/m/0l14_3"
GQ4YMVGgsMU,320,330,"/m/03cczk,/m/09x0r"
GQWBNZd9X40,13,23,"/m/04rlf,/m/074ft"
GQd7VWjX67E,0,10,"/m/014yck,/m/07yv9,/m/0k5j,/t/dd00128"
GQsH-jWJwnk,30,40,"/m/04rlf,/m/0gywn"
GQyqKgXee8A,30,40,"/m/019jd,/m/03m9d0z,/m/056ks2,/m/05kq4"
GRb15ivbrqM,220,230,"/m/04rlf,/m/07xzm"
GRdzFvQezUE,80,90,/m/06cqb
GRfMi0usR5c,30,40,"/m/09x0r,/m/0brhx"
GRs8W3Yh46E,10,20,"/m/01d380,/m/08j51y,/m/09x0r"
GRtcBvWD_Ls,30,40,"/m/04rlf,/m/07qn4z3"
GRxS_70hwV4,30,40,"/m/01rd7k,/m/025rv6n,/m/07svc2k"
GSO1x7beeNk,30,40,"/m/04rlf,/m/07qv_x_"
GSUrOmwrCdw,460,470,"/m/07rkbfh,/m/09x0r"
GSXPxuQ6CXw,0,10,"/m/07st88b,/m/09ld4"
GSYqSeW1mQg,130,140,"/m/015y_n,/m/04rlf"
GSaEuUDUmk8,25,35,"/m/07rv9rh,/m/09x0r"
GSalrhVVht4,28,38,"/m/0939n_,/m/09x0r"
GSdoeFEJuzo,9,19,/m/07pczhz
GSlve5cn8B8,78,88,/m/0l15bq
GSpjMRP9D38,30,40,"/m/01b82r,/m/083vt"
GT9g4uqK9G8,30,40,"/m/0155w,/m/04rlf"
GTA-VQK-54w,30,40,"/m/07bgp,/m/07q0h5t,/m/09x0r"
GTek_WTbziQ,50,60,"/m/07s0dtb,/t/dd00129"
GTgI3Gq_gPM,80,90,/m/05_wcq
GTkKAZSc9gY,40,50,"/m/01z5f,/m/068hy,/m/0bt9lr,/m/0jbk"
GTmqmP1BELg,290,300,"/m/04rlf,/m/0jtg0"
GTyRxcoJWhs,200,210,"/m/023vsd,/m/07pdjhy"
GU4_d7lp2Zw,370,380,"/m/04rlf,/m/06bz3,/m/09x0r"
